X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class,Width,Height,Aspect_Ratio,BBox_Area,Center_X,Center_Y,BBox_Perimeter,Luminosity_Range,Avg_Luminosity,Luminosity_Density,Pixel_Density,Perimeter_Total,Perimeter_Efficiency,Area_Perimeter_Ratio,XY_Perimeter_Ratio,Compactness,Extent,Solidity,Size_Luminosity,Position_Score,Shape_Complexity,Steel_Size_A300,Steel_Size_A400
26,40,2535272,2535292,205,24,21,26503,108,148,1354,1,0,70,0.0384,0.2679,0.7,0.0103,0.5833,0.9524,1.0,2.3117,1.1461,1.301,0.3,0.01,0.463,Z_Scratch,14,20,0.6666666666666666,280,33.0,2535282.0,68,40,128.65533980582524,94.31672597864768,0.7295373665480427,45,0.6521739130434783,4.456521739130435,1.0909090909090908,1.2715231865467078,0.7295373665480427,0.7321,26374.344660194172,83.664306,1.7279999999999998,205,0
2,11,2550643,2550653,60,12,10,3673,48,77,1358,1,0,70,0.003,0.3333,0.9,0.0066,0.75,1.0,1.0,1.7781,0.9542,1.0,0.1,-0.5217,0.1954,Z_Scratch,9,10,0.8181818181818182,90,6.5,2550648.0,38,29,60.21311475409836,40.362637362637365,0.6593406593406593,22,0.5641025641025641,2.608695652173913,1.0909090909090908,1.5546025502300005,0.6593406593406593,0.6667000000000001,3612.786885245902,16.579212,0.066,60,0
24,38,2563219,2563241,173,22,23,17100,85,111,1356,1,0,70,0.0354,0.4383,0.6364,0.0103,0.6364,0.9565,1.0,2.238,1.1461,1.3424,0.3636,-0.2278,0.5096,Z_Scratch,14,22,0.6086956521739131,308,31.0,2563230.0,72,26,98.27586206896552,55.33980582524272,0.5598705501618123,45,0.6164383561643836,3.760869565217391,0.9166666666666666,1.0730415184028315,0.5598705501618123,0.5617,17001.724137931036,79.46013,1.593,173,0
9,25,2583771,2583780,71,19,12,6886,84,111,1356,1,0,70,0.0133,0.5069,0.5625,0.0118,0.8421,0.75,0.0,1.8513,1.2041,0.9542,-0.4375,-0.2423,0.2583,Z_Scratch,16,9,1.6,144,17.0,2583775.5,50,27,95.63888888888889,47.48965517241379,0.4896551724137931,31,0.6078431372549019,2.21875,1.4615384615384615,0.9274556274630991,0.4896551724137931,0.4931,6790.361111111111,43.9241835,0.4123,71,0
53,81,2595595,2595643,578,73,68,52482,76,109,1356,1,0,70,0.0782,0.5699,0.5833,0.0206,0.3836,0.7059,1.0,2.7619,1.4472,1.6812,0.4167,-0.2906,0.999,Z_Scratch,28,48,0.5714285714285714,1344,67.0,2595619.0,152,33,90.64248704663213,39.02007434944238,0.42973977695167287,141,0.9215686274509803,4.070422535211268,1.0579710144927537,0.36532351952014896,0.42973977695167287,0.43010000000000004,52391.35751295337,173.906473,11.026200000000001,578,0
13,23,2632520,2632529,53,13,9,5267,90,109,1354,1,0,70,0.0192,0.4111,0.9,0.0074,0.7692,1.0,0.0,1.7243,1.0,0.9542,-0.1,-0.2236,0.1954,Z_Scratch,10,9,1.0,90,18.0,2632524.5,38,19,97.53703703703704,57.879120879120876,0.5824175824175825,22,0.5641025641025641,2.3043478260869565,1.3,1.3732322527031673,0.5824175824175825,0.5889,5169.462962962963,47.385441,0.42239999999999994,53,0
48,61,2644076,2644097,153,25,21,16865,90,125,1352,1,0,70,0.071,0.4396,0.6191,0.0096,0.52,1.0,1.0,2.1847,1.1139,1.3222,0.381,-0.1388,0.4514,Z_Scratch,13,21,0.5909090909090909,273,54.5,2644086.5,68,35,109.51298701298701,61.551094890510946,0.5583941605839416,46,0.6666666666666666,3.25531914893617,1.1363636363636365,0.9081977817652118,0.5583941605839416,0.5604,16755.487012987014,144.10271425,3.2659999999999996,153,0
17,33,2656857,2656867,78,28,17,9208,105,132,1352,1,0,70,0.0251,0.5125,0.625,0.0118,0.5714,0.5882,0.0,1.8921,1.2041,1.0,-0.375,-0.0777,0.2792,Z_Scratch,16,10,1.4545454545454546,160,25.0,2656862.0,52,27,116.55696202531645,57.192546583850934,0.484472049689441,45,0.8490566037735849,1.6956521739130435,1.5555555555555556,0.4837990661006986,0.484472049689441,0.48750000000000004,9091.443037974683,66.42155,1.1295,78,0
23,40,2669665,2669677,94,24,16,10847,104,126,1354,1,0,70,0.034,0.5392,0.7059,0.0126,0.7083,0.75,0.0,1.9731,1.2305,1.0792,-0.2941,-0.0985,0.3419,Z_Scratch,17,12,1.3076923076923077,204,31.5,2669671.0,58,22,114.17894736842105,52.91219512195122,0.4585365853658537,40,0.6779661016949152,2.292682926829268,1.411764705882353,0.7378131403808634,0.4585365853658537,0.4608,10732.821052631578,84.0946365,1.36,94,0
27,42,2682394,2682435,376,40,43,36566,81,119,1352,1,0,70,0.0399,0.3886,0.3659,0.0111,0.375,0.9535,1.0,2.5752,1.1761,1.6128,0.6342,-0.2402,0.8894,Z_Scratch,15,41,0.35714285714285715,615,34.5,2682414.5,112,38,96.9920424403183,59.36038961038961,0.6103896103896104,83,0.7345132743362832,4.476190476190476,0.9090909090909091,0.685770007401894,0.6103896103896104,0.6113999999999999,36469.00795755968,92.54330025,3.3116999999999996,376,0
0,16,2724583,2724595,111,20,21,6323,41,70,1356,1,0,70,0.0,0.4219,0.75,0.0118,0.8,0.5714,0.0,2.0453,1.2041,1.0792,-0.25,-0.555,0.3241,Z_Scratch,16,12,1.2307692307692308,192,8.0,2724589.0,56,29,56.455357142857146,32.76165803108808,0.5751295336787565,41,0.7192982456140351,2.642857142857143,0.9090909090909091,0.8292908074874364,0.5751295336787565,0.5781000000000001,6266.544642857143,21.796712,0.0,111,0
24,52,2787299,2787427,1543,150,151,160372,81,126,1352,1,0,70,0.0355,0.5695,0.2188,0.0207,0.1867,0.8477,1.0,3.1884,1.4472,2.1072,0.7813,-0.188,1.0,Z_Scratch,28,128,0.21705426356589147,3584,38.0,2787363.0,312,45,103.8678756476684,44.73417015341702,0.43040446304044633,301,0.9616613418530351,5.1092715231788075,0.9868421052631579,0.21401194077345093,0.43040446304044633,0.4305,160268.13212435233,105.919794,10.6855,1543,0
19,28,2811785,2811821,192,35,36,18361,80,118,1354,1,0,70,0.0281,0.4074,0.25,0.0066,0.2571,1.0,1.0,2.2833,0.9542,1.5563,0.75,-0.2529,0.5362,Z_Scratch,9,36,0.24324324324324326,324,23.5,2811803.0,90,38,95.13471502590673,56.495384615384616,0.5907692307692308,71,0.7802197802197802,2.6666666666666665,0.9459459459459459,0.47852898809142425,0.5907692307692308,0.5926,18265.86528497409,66.0773705,1.9951,192,0
17,27,2824729,2824741,76,15,12,4643,43,86,1354,1,0,70,0.0251,0.3667,0.8333,0.0074,0.6667,1.0,1.0,1.8808,1.0,1.0792,0.1667,-0.5227,0.2288,Z_Scratch,10,12,0.7692307692307693,120,22.0,2824735.0,44,43,60.298701298701296,38.37190082644628,0.628099173553719,27,0.6,2.7142857142857144,1.1538461538461537,1.308279680399037,0.628099173553719,0.6333,4582.701298701299,62.14417,0.6777,76,0
18,32,2837245,2837268,199,20,23,18720,80,110,1352,1,0,70,0.0266,0.382,0.6087,0.0104,0.7,1.0,1.0,2.2989,1.1461,1.3617,0.3913,-0.2651,0.5329,Z_Scratch,14,23,0.5833333333333334,322,25.0,2837256.5,74,30,93.6,57.95665634674923,0.6160990712074303,43,0.5733333333333334,4.5227272727272725,0.8333333333333334,1.351733920139176,0.6160990712074303,0.618,18626.399999999998,70.9314125,1.1438,199,0
15,22,2857887,2857900,71,11,13,6657,81,108,1350,1,0,70,0.0222,0.2198,0.5385,0.0052,0.6364,1.0,1.0,1.8513,0.8451,1.1139,0.4615,-0.2675,0.1965,Z_Scratch,7,13,0.5,91,18.5,2857893.5,40,27,92.45833333333333,72.3586956521739,0.7717391304347826,24,0.5853658536585366,2.84,0.7857142857142857,1.54629517091768,0.7717391304347826,0.7802,6564.541666666666,52.87102975,0.5328,71,0
0,6,2939205,2939222,69,14,18,7151,92,118,1348,1,0,70,0.0,0.3235,0.3529,0.0044,0.4286,0.9444,1.0,1.8389,0.7782,1.2305,0.6471,-0.1903,0.2083,Z_Scratch,6,17,0.3333333333333333,102,3.0,2939213.5,46,26,102.15714285714286,69.42718446601941,0.6699029126213593,32,0.6808510638297872,2.090909090909091,0.7368421052631579,0.8459312901373491,0.6699029126213593,0.6765,7048.842857142858,8.8176405,0.0,69,0
1264,1271,750387,750399,52,11,13,5907,105,125,1358,1,0,100,0.1281,0.381,0.5833,0.0052,0.6364,0.9231,1.0,1.716,0.8451,1.0792,0.4167,-0.1125,0.1892,Z_Scratch,7,12,0.5384615384615384,84,1267.5,750393.0,38,20,111.45283018867924,69.49411764705883,0.611764705882353,24,0.6153846153846154,2.08,0.7857142857142857,1.1324978716580192,0.611764705882353,0.619,5795.547169811321,951.1231275,3.0744,52,0
126,151,639972,639993,339,70,35,42620,119,135,1360,0,1,40,0.1853,0.3543,0.84,0.0184,0.3571,0.6,0.0,2.5302,1.3979,1.3222,-0.16,-0.0178,0.8153,Z_Scratch,25,21,1.1363636363636365,525,138.5,639982.5,92,16,125.3529411764706,81.02661596958175,0.6444866920152091,105,1.1290322580645162,3.19811320754717,1.9444444444444444,0.3863594810690875,0.6444866920152091,0.6456999999999999,42494.64705882353,88.63757625,19.4565,0,339
105,125,843822,843837,155,37,23,19453,120,134,1362,0,1,40,0.1542,0.4833,0.75,0.0147,0.5405,0.6522,0.0,2.1903,1.301,1.1761,-0.25,-0.0195,0.4963,Z_Scratch,20,15,1.25,300,115.0,843829.5,70,14,124.69871794871794,64.62790697674419,0.5149501661129569,60,0.8450704225352113,2.540983606557377,1.5416666666666667,0.5409018176133495,0.5149501661129569,0.5166999999999999,19328.30128205128,97.0403925,9.252,0,155
119,172,909471,909492,618,109,59,78470,119,135,1362,0,1,40,0.1747,0.4447,0.3962,0.0389,0.4862,0.3559,0.0,2.791,1.7243,1.3222,-0.6038,-0.008,0.9955,Z_Scratch,53,21,2.409090909090909,1113,145.5,909481.5,148,16,126.76898222940225,70.43985637342908,0.5547576301615799,168,1.1275167785234899,3.6568047337278107,1.8166666666666667,0.2751467507413275,0.5547576301615799,0.5553,78343.2310177706,132.32955825,29.3496,0,618
103,122,1136912,1136924,142,25,15,17707,119,133,1362,0,1,40,0.1513,0.3772,0.6316,0.0139,0.76,0.8,0.0,2.1523,1.2787,1.0792,-0.3684,-0.0258,0.3787,Z_Scratch,19,12,1.4615384615384615,228,112.5,1136918.0,62,14,123.82517482517483,77.32314410480349,0.6200873362445415,40,0.6349206349206349,3.4634146341463414,1.5625,1.1145687865327936,0.6200873362445415,0.6228,17583.174825174825,127.903275,6.052,0,142
145,197,1317364,1317395,508,112,59,65223,120,142,1362,0,1,40,0.2129,0.6849,0.5961,0.0382,0.4643,0.5254,0.0,2.7059,1.716,1.4914,-0.4038,0.0031,0.9998,Z_Scratch,52,31,1.625,1612,171.0,1317379.5,166,22,128.13948919449902,40.435833849969,0.31494110353378796,171,1.0239520958083832,2.953488372093023,1.8666666666666667,0.21830641789530333,0.31494110353378796,0.31510000000000005,65094.860510805505,225.2718945,36.4059,0,508
209,230,1346248,1346264,158,45,30,20312,122,140,1362,0,1,40,0.3069,0.5298,0.7619,0.0154,0.4667,0.5333,0.0,2.1987,1.3222,1.2041,-0.2381,0.0044,0.556,Z_Scratch,21,16,1.2352941176470589,336,219.5,1346256.0,74,18,127.74842767295597,60.27299703264095,0.4688427299703264,75,1.0,2.0789473684210527,1.4516129032258065,0.3529126478970404,0.4688427299703264,0.47019999999999995,20184.251572327044,295.503192,23.017500000000002,0,158
205,235,1417276,1417288,156,49,17,20131,122,140,1360,0,1,40,0.3015,0.5667,0.4,0.0221,0.6122,0.7059,0.0,2.1931,1.4771,1.0792,-0.6,0.0082,0.5951,Z_Scratch,30,12,2.3076923076923075,360,220.0,1417282.0,84,18,128.22292993630575,55.76454293628809,0.43213296398891965,66,0.7764705882352941,2.328358208955224,2.7222222222222223,0.449932021078731,0.43213296398891965,0.4333,20002.777070063697,311.80204,19.899,0,156
181,230,1566427,1566453,312,73,48,40573,122,141,1360,0,1,40,0.2662,0.7551,0.5306,0.036,0.6712,0.5417,0.0,2.4941,1.6902,1.415,-0.4694,0.0159,0.9985,Z_Scratch,49,26,1.8148148148148149,1274,205.5,1566440.0,150,19,129.6261980830671,31.821960784313724,0.2447058823529412,121,0.8013245033112583,2.557377049180328,1.489795918367347,0.2677713175577149,0.2447058823529412,0.2449,40443.37380191693,321.90342,32.2102,0,312
1190,1201,9007,9033,180,24,27,17505,87,111,1362,0,1,175,0.2364,0.3706,0.4231,0.0081,0.4583,0.963,1.0,2.2553,1.0414,1.415,0.5769,-0.2402,0.4729,Z_Scratch,11,26,0.4074074074074074,286,1195.5,9020.0,74,24,96.71270718232044,60.99303135888502,0.627177700348432,51,0.68,3.4615384615384617,0.8571428571428571,0.869310803452979,0.627177700348432,0.6294,17408.28729281768,10.78341,12.0564,0,180
1214,1222,737538,737568,147,28,31,16908,105,133,1362,0,1,175,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,1.0,2.1673,0.9031,1.4771,0.7333,-0.1014,0.3977,Z_Scratch,8,30,0.25806451612903225,240,1218.0,737553.0,76,28,114.24324324324324,70.15767634854772,0.6099585062240664,59,0.7662337662337663,2.45,0.875,0.5305159334608841,0.6099585062240664,0.6125,16793.756756756757,898.339554,12.1304,0,147
1211,1229,840091,840385,1733,206,294,185716,93,133,1362,0,1,175,0.1953,0.6725,0.0612,0.0132,0.0874,1.0,1.0,3.2388,1.2553,2.4683,0.9388,-0.1628,1.0,Z_Scratch,18,294,0.061016949152542375,5292,1220.0,840238.0,624,40,107.10265282583622,35.087096164745894,0.3274135650859626,500,0.8,3.4590818363273454,0.6983050847457627,0.08710973265980713,0.3274135650859626,0.3275,185608.89734717415,1025.09036,97.65,0,1733
1207,1214,882674,882712,120,35,39,15035,118,135,1362,0,1,175,0.2173,0.5489,0.1842,0.0051,0.2,0.9744,1.0,2.0792,0.8451,1.5798,0.8158,-0.0212,0.4399,Z_Scratch,7,38,0.1794871794871795,266,1210.5,882693.0,90,17,124.25619834710744,56.31086142322097,0.449438202247191,74,0.8131868131868132,1.6,0.875,0.2753267251639767,0.449438202247191,0.45109999999999995,14910.743801652894,1068.4998765,16.080199999999998,0,120
1200,1220,971714,971922,1804,175,211,214243,101,135,1360,0,1,175,0.2059,0.5663,0.0962,0.0147,0.1143,0.9858,1.0,3.2562,1.301,2.3181,0.9039,-0.0722,1.0,Z_Scratch,20,208,0.09569377990430622,4160,1210.0,971818.0,456,34,118.69418282548476,51.488344148041335,0.433549627493391,386,0.8446389496717724,4.661498708010336,0.8254716981132075,0.15214891969840968,0.433549627493391,0.4337,214124.3058171745,1175.89978,79.4774,0,1804
1191,1201,1062881,1062901,124,26,21,14323,107,126,1364,0,1,175,0.239,0.38,0.5,0.0073,0.3846,0.9524,1.0,2.0934,1.0,1.301,0.5,-0.0976,0.3359,Z_Scratch,10,20,0.47619047619047616,200,1196.0,1062891.0,60,19,114.584,71.2587064676617,0.6169154228855721,47,0.7704918032786885,2.5833333333333335,1.1818181818181819,0.7050814281359897,0.6169154228855721,0.62,14208.416000000001,1271.217636,11.232999999999999,0,124
1202,1215,1127580,1127599,119,24,20,13662,106,127,1364,0,1,175,0.2185,0.5182,0.6842,0.0095,0.5417,0.95,1.0,2.0756,1.1139,1.2787,0.3158,-0.1031,0.4089,Z_Scratch,13,19,0.65,247,1208.5,1127589.5,64,21,113.85,55.08870967741935,0.4798387096774194,44,0.676923076923077,2.6444444444444444,1.1428571428571428,0.7720176061480338,0.4798387096774194,0.4818,13548.15,1362.69191075,9.614,0,119
1109,1118,1170194,1170219,130,21,26,15147,109,126,1360,0,1,175,0.3559,0.4222,0.36,0.0066,0.4286,0.9615,1.0,2.1139,0.9542,1.3979,0.64,-0.0897,0.374,Z_Scratch,9,25,0.34615384615384615,225,1113.5,1170206.5,68,17,115.62595419847328,67.02212389380531,0.5752212389380531,47,0.6811594202898551,2.7083333333333335,0.7777777777777778,0.7391982714328924,0.5752212389380531,0.5778,15031.374045801527,1303.02493775,16.7273,0,130
1190,1219,1183612,1183893,3883,229,289,395668,78,127,1362,0,1,175,0.21,0.5235,0.1032,0.0213,0.1266,0.9723,1.0,3.5892,1.4624,2.4487,0.8968,-0.2039,1.0,Z_Scratch,29,281,0.10283687943262411,8149,1204.5,1183752.5,620,49,101.87126673532441,48.548220858895704,0.47644171779141103,518,0.8341384863123994,7.481695568400771,0.7896551724137931,0.18185117710074228,0.47644171779141103,0.47650000000000003,395566.1287332647,1425.82988625,108.78,0,3883
1198,1209,1246188,1246244,295,42,56,32358,96,126,1364,0,1,175,0.2273,0.5211,0.1964,0.0081,0.2619,1.0,1.0,2.4698,1.0414,1.7482,0.8036,-0.1431,0.8901,Z_Scratch,11,56,0.19298245614035087,616,1203.5,1246216.0,134,30,109.31756756756756,52.44408427876823,0.47811993517017826,98,0.725925925925926,2.9797979797979797,0.7368421052631579,0.3859530797746961,0.47811993517017826,0.4789,32248.682432432433,1499.820956,22.2754,0,295
464,474,28542,28553,72,13,12,13094,168,198,1387,0,1,40,0.6691,0.3455,0.9091,0.0072,0.7692,0.9167,1.0,1.8573,1.0,1.0414,0.0909,0.4208,0.2173,K_Scratch,10,11,0.8333333333333334,110,469.0,28547.5,42,30,179.36986301369862,117.96396396396396,0.6486486486486487,25,0.5813953488372093,2.769230769230769,1.0,1.4453333613959432,0.6486486486486487,0.6545000000000001,12914.630136986301,13.3887775,16.7275,0,72
853,861,31984,31995,66,9,11,12872,178,207,1387,0,1,40,0.7585,0.25,0.7273,0.0058,0.8889,1.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,K_Scratch,8,11,0.6666666666666666,88,857.0,31989.5,38,29,192.11940298507463,144.62921348314606,0.7415730337078652,20,0.5128205128205128,3.142857142857143,0.75,2.0682804502436545,0.7415730337078652,0.75,12679.880597014926,27.4150015,15.169999999999998,0,66
0,9,35152,35164,61,10,12,10855,168,189,1387,0,1,40,0.0,0.4352,0.75,0.0065,0.9,1.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,K_Scratch,9,12,0.6923076923076923,108,4.5,35158.0,42,21,175.08064516129033,99.58715596330275,0.5596330275229358,22,0.5116279069767442,2.652173913043478,0.7692307692307693,1.5805125927338342,0.5596330275229358,0.5648,10679.91935483871,0.158211,0.0,0,61
816,824,40184,40195,75,8,11,14016,157,206,1387,0,1,40,0.8118,0.1477,0.7273,0.0058,1.0,1.0,1.0,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,K_Scratch,8,11,0.6666666666666666,88,820.0,40189.5,38,49,184.42105263157896,157.48314606741573,0.8426966292134831,19,0.48717948717948717,3.75,0.6666666666666666,2.6035298234169555,0.8426966292134831,0.8523000000000001,13831.578947368422,32.95539,15.424199999999999,0,75
827,843,48480,48539,443,56,60,79713,77,221,1387,0,1,40,0.7844,0.5307,0.2712,0.0115,0.2857,0.9833,1.0,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,K_Scratch,16,59,0.26666666666666666,944,835.0,48509.5,150,144,179.53378378378378,84.35238095238095,0.4687830687830688,116,0.7682119205298014,3.786324786324786,0.9180327868852459,0.4136807744787927,0.4687830687830688,0.46930000000000005,79533.46621621621,40.5054325,90.9904,0,443
1059,1069,117715,117724,76,10,9,15483,195,213,1387,0,1,40,0.4585,0.1556,0.9,0.0072,1.0,1.0,0.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954,K_Scratch,10,9,1.0,90,1064.0,117719.5,38,18,201.07792207792207,170.14285714285714,0.8351648351648352,19,0.48717948717948717,3.8,1.0,2.638243554395848,0.8351648351648352,0.8444,15281.922077922078,125.253548,8.711500000000001,0,76
259,272,125025,125040,150,13,15,28697,172,212,1387,0,1,40,0.3735,0.2308,0.8667,0.0094,1.0,1.0,1.0,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,K_Scratch,13,15,0.8125,195,265.5,125032.5,56,40,190.04635761589404,146.41326530612244,0.7653061224489796,28,0.49122807017543857,5.172413793103448,0.8125,2.401217314845702,0.7653061224489796,0.7692,28506.953642384105,33.19612875,10.458,0,150
853,872,135196,135298,892,59,104,181730,68,236,1387,0,1,40,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1.0,2.9504,1.2787,2.0086,0.8137,0.5917,1.0,K_Scratch,19,102,0.18446601941747573,1938,862.5,135247.0,242,168,203.505039193729,93.72356884992264,0.46003094378545645,163,0.6707818930041153,5.439024390243903,0.5619047619047619,0.4218743917203004,0.46003094378545645,0.46030000000000004,181526.49496080627,116.6505375,121.0438,0,892
570,585,155584,155593,74,16,11,15069,196,210,1387,0,1,40,0.8219,0.4518,0.6,0.0108,0.9375,0.8182,0.0,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,K_Scratch,15,9,1.5,135,577.5,155588.5,48,14,200.92,110.80147058823529,0.5441176470588235,27,0.5510204081632653,2.642857142857143,1.3333333333333333,1.2738512677569573,0.5441176470588235,0.5482,14868.08,89.85235875,22.1913,0,74
732,750,177076,177087,136,18,11,27180,192,207,1387,0,1,40,0.9185,0.3131,0.6111,0.013,1.0,1.0,0.0,2.1335,1.2553,1.0414,-0.3889,0.5613,0.3329,K_Scratch,18,11,1.5,198,741.0,177081.5,58,15,198.3941605839416,136.58291457286433,0.6834170854271356,29,0.4915254237288136,4.533333333333333,1.5,2.029722569540199,0.6834170854271356,0.6869000000000001,26981.60583941606,131.2173915,26.636499999999998,0,136
1084,1097,185575,185588,108,16,17,21840,195,212,1387,0,1,40,0.4182,0.3609,1.0,0.0094,0.8125,0.7647,0.5,2.0334,1.1139,1.1139,0.0,0.5799,0.2914,K_Scratch,13,13,0.9285714285714286,169,1090.5,185581.5,52,17,200.36697247706422,128.47058823529412,0.6352941176470588,33,0.6226415094339622,3.176470588235294,0.8888888888888888,1.2451082810557712,0.6352941176470588,0.6391,21639.633027522937,202.37662575,13.800600000000001,0,108
1212,1220,198764,198776,74,12,12,13025,163,188,1387,0,1,40,0.2408,0.2292,0.6667,0.0058,0.6667,1.0,1.0,1.8692,0.9031,1.0792,0.3333,0.3751,0.2018,K_Scratch,8,12,0.6153846153846154,96,1216.0,198770.0,40,25,173.66666666666666,134.27835051546393,0.7628865979381443,24,0.5853658536585366,2.96,0.9230769230769231,1.611631586590258,0.7628865979381443,0.7708,12851.333333333332,241.70432,5.7791999999999994,0,74
857,865,211983,211993,52,8,10,9968,178,207,1387,0,1,40,0.7527,0.35,0.8,0.0058,1.0,1.0,1.0,1.716,0.9031,1.0,0.2,0.4976,0.1852,K_Scratch,8,10,0.7272727272727273,80,861.0,211988.0,36,29,188.0754716981132,123.06172839506173,0.6419753086419753,18,0.4864864864864865,2.736842105263158,0.7272727272727273,2.0106192982974678,0.6419753086419753,0.65,9779.924528301886,182.521668,13.5486,0,52
852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,0.7599,0.2159,0.7273,0.0058,1.0,1.0,1.0,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,K_Scratch,8,11,0.6666666666666666,88,856.0,222651.5,38,41,187.12857142857143,147.17977528089887,0.7752808988764045,19,0.48717948717948717,3.45,0.6666666666666666,2.395247437543599,0.7752808988764045,0.7841,12911.871428571429,190.589684,14.4381,0,69
141,148,236266,236280,60,8,14,11189,178,198,1387,0,1,40,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204,K_Scratch,7,14,0.4666666666666667,98,144.5,236273.0,42,20,183.4262295081967,113.02020202020202,0.6060606060606061,22,0.5116279069767442,2.608695652173913,0.5333333333333333,1.5546025502300005,0.6060606060606061,0.6122000000000001,11005.573770491803,34.1414485,4.4726,0,60
716,723,251869,251880,68,8,11,12624,177,191,1387,0,1,40,0.9575,0.1169,0.6364,0.005,0.875,1.0,1.0,1.8325,0.8451,1.0414,0.3636,0.4504,0.1822,K_Scratch,7,11,0.5833333333333334,77,719.5,251874.5,36,14,182.95652173913044,161.84615384615384,0.8717948717948718,19,0.5135135135135135,3.4,0.6666666666666666,2.3605337065647065,0.8717948717948718,0.8831,12441.04347826087,181.22370275,18.1925,0,68
1220,1228,270702,270711,70,8,9,11255,143,174,1387,0,1,40,0.2293,0.0278,0.8889,0.0058,1.0,1.0,1.0,1.8451,0.9031,0.9542,0.1111,0.2561,0.1773,K_Scratch,8,9,0.8,72,1224.0,270706.5,34,31,158.5211267605634,154.17808219178082,0.958904109589041,17,0.4857142857142857,3.888888888888889,0.8,3.0332618724315243,0.958904109589041,0.9722,11096.478873239437,331.344756,3.8981,0,70
1028,1052,365905,365932,504,24,27,69672,48,189,1387,0,1,40,0.4831,0.2222,0.8889,0.0173,1.0,1.0,1.0,2.7024,1.3802,1.4314,0.1111,0.08,0.9093,K_Scratch,24,27,0.8571428571428571,648,1040.0,365918.5,102,141,137.96435643564357,107.35285053929121,0.7765793528505393,51,0.49514563106796117,9.692307692307692,0.8571428571428571,2.434070249668341,0.7765793528505393,0.7778,69534.03564356436,380.55524,24.638099999999998,0,504
4,16,394965,394980,140,12,15,20974,118,174,1387,0,1,40,0.0058,0.2222,0.8,0.0087,1.0,1.0,1.0,2.1461,1.0792,1.1761,0.2,0.1704,0.3068,K_Scratch,12,15,0.75,180,10.0,394972.5,54,56,148.75177304964538,115.87845303867404,0.7734806629834254,27,0.4909090909090909,5.0,0.75,2.409988884945595,0.7734806629834254,0.7778,20825.248226950353,3.949725,0.1566,0,140
867,878,419960,419973,108,11,13,17174,123,181,1387,0,1,40,0.734,0.2448,0.8461,0.0079,1.0,1.0,1.0,2.0334,1.0414,1.1139,0.1539,0.2423,0.257,K_Scratch,11,13,0.7857142857142857,143,872.5,419966.5,48,58,157.55963302752295,119.26388888888889,0.75,24,0.4897959183673469,4.32,0.7857142857142857,2.3521109642128084,0.75,0.7552,17016.440366972478,366.42077125,17.616,0,108
1279,1288,435870,435883,96,9,13,14369,128,164,1387,0,1,40,0.1427,0.1795,0.6923,0.0065,1.0,1.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,K_Scratch,9,13,0.6428571428571429,117,1283.5,435876.5,44,36,148.1340206185567,121.77118644067797,0.8135593220338984,22,0.4888888888888889,4.173913043478261,0.6428571428571429,2.487364080368001,0.8135593220338984,0.8205,14220.865979381442,559.44748775,3.1393999999999997,0,96
951,961,494451,494461,81,11,10,13311,141,182,1387,0,1,40,0.6143,0.19,1.0,0.0072,0.9091,1.0,0.5,1.9085,1.0,1.0,0.0,0.2839,0.2061,K_Scratch,10,10,0.9090909090909091,100,956.0,494456.0,40,41,162.32926829268294,131.79207920792078,0.801980198019802,21,0.5121951219512195,3.6818181818181817,1.0,2.3028869225409343,0.801980198019802,0.81,13148.670731707318,472.699936,12.9003,0,81
945,956,508640,508650,85,12,10,14041,139,181,1387,0,1,40,0.6215,0.2273,0.9091,0.0079,0.9167,1.0,0.0,1.9294,1.0414,1.0,-0.0909,0.2905,0.2173,K_Scratch,11,10,1.0,110,950.5,508645.0,42,42,163.2674418604651,126.49549549549549,0.7657657657657657,22,0.5116279069767442,3.6956521739130435,1.0909090909090908,2.2023536128258345,0.7657657657657657,0.7726999999999999,13877.732558139534,483.4670725,13.673000000000002,0,85
