X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class,Aspect_Ratio,Perimeter_Ratio,Luminosity_Range,Avg_Luminosity,Compactness,Class_Encoded
39,192,1554895,1555056.0,1929,187.5,188,193244.5,30,141,1400,0,1,40,0.0557,0.4647,0.9503,0.04885,0.2675,0.4351,1.0,4.1201,2.1847,2.2068,0.0497,-0.0935,1.0,K_Scratch,0.9444444444444444,0.9920634920634921,111,100.12668393782383,0.0548677726500224,2
39,191,1565555,1565703.0,1929,187.5,188,193244.5,33,141,1400,0,1,40,0.0557,0.4171,0.9737,0.04885,0.2459,0.3884,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,K_Scratch,1.0201342281879195,0.9920634920634921,108,100.12668393782383,0.0548677726500224,2
39,200,1576208,1576347.0,1929,187.5,188,193244.5,38,141,1402,0,1,40,0.0556,0.5176,0.8633,0.04885,0.2815,0.3829,0.0,4.0333,2.2068,2.143,-0.1366,-0.0988,1.0,K_Scratch,1.15,0.9920634920634921,103,100.12668393782383,0.0548677726500224,2
39,192,1586862,1587011.0,1929,187.5,188,193244.5,27,142,1402,0,1,40,0.0556,0.4953,0.9739,0.04885,0.2652,0.4269,0.0,4.0609,2.1847,2.1732,-0.0261,-0.1035,1.0,K_Scratch,1.02,0.9920634920634921,115,100.12668393782383,0.0548677726500224,2
39,188,1597511,1597679.0,1929,187.5,188,193244.5,30,141,1400,0,1,40,0.0557,0.4562,0.8869,0.04885,0.2573,0.4706,1.0,4.1339,2.1732,2.2253,0.1131,-0.0949,1.0,K_Scratch,0.8816568047337278,0.9920634920634921,111,100.12668393782383,0.0548677726500224,2
41,191,1611713,1611861.0,1929,187.5,188,193244.5,36,141,1400,0,1,40,0.0586,0.438,0.9867,0.04885,0.2679,0.4471,0.0,4.0961,2.1761,2.1703,-0.0133,-0.0971,1.0,K_Scratch,1.0067114093959733,0.9920634920634921,105,100.12668393782383,0.0548677726500224,2
43,193,1625918,1626076.0,1929,187.5,188,193244.5,31,140,1402,0,1,40,0.0613,0.4634,0.9494,0.04885,0.2517,0.454,1.0,4.1044,2.1761,2.1987,0.0506,-0.1033,1.0,K_Scratch,0.9433962264150944,0.9920634920634921,109,100.12668393782383,0.0548677726500224,2
43,195,1636571,1636729.0,1929,187.5,188,193244.5,32,140,1404,0,1,40,0.0613,0.4563,0.962,0.04885,0.2705,0.4377,1.0,4.1158,2.1818,2.1987,0.038,-0.0979,1.0,K_Scratch,0.9559748427672956,0.9920634920634921,108,100.12668393782383,0.0548677726500224,2
41,192,1647218,1647385.0,1929,187.5,188,193244.5,37,141,1402,0,1,40,0.0585,0.4568,0.9042,0.04885,0.2572,0.4744,1.0,4.1367,2.179,2.2227,0.0958,-0.0956,1.0,K_Scratch,0.8988095238095238,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
39,191,1661425,1661593.0,1929,187.5,188,193244.5,27,141,1400,0,1,40,0.0557,0.5101,0.9048,0.04885,0.2444,0.4492,1.0,4.0972,2.1818,2.2253,0.0952,-0.0903,1.0,K_Scratch,0.8994082840236687,0.9920634920634921,114,100.12668393782383,0.0548677726500224,2
41,192,1672082,1672228.0,1929,187.5,188,193244.5,31,143,1402,0,1,40,0.0585,0.497,0.9669,0.04885,0.2546,0.4124,0.0,4.0449,2.179,2.1644,-0.0331,-0.1047,1.0,K_Scratch,1.0272108843537415,0.9920634920634921,112,100.12668393782383,0.0548677726500224,2
41,192,1682722,1682891.0,1929,187.5,188,193244.5,30,135,1402,0,1,40,0.0585,0.5411,0.8935,0.04885,0.2807,0.4856,1.0,4.0686,2.179,2.2279,0.1065,-0.1271,1.0,K_Scratch,0.888235294117647,0.9920634920634921,105,100.12668393782383,0.0548677726500224,2
41,187,1700480,1700639.0,1929,187.5,188,193244.5,37,141,1400,0,1,40,0.0586,0.4382,0.9182,0.04885,0.237,0.4356,1.0,4.1153,2.1644,2.2014,0.0818,-0.096,1.0,K_Scratch,0.9125,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
41,194,1711137,1711281.0,1929,187.5,188,193244.5,25,141,1402,0,1,40,0.0585,0.5047,0.9412,0.04885,0.2413,0.4011,0.0,4.0379,2.1847,2.1584,-0.0588,-0.1063,1.0,K_Scratch,1.0551724137931036,0.9920634920634921,116,100.12668393782383,0.0548677726500224,2
41,206,1721788,1721968.0,1929,187.5,188,193244.5,33,140,1402,0,1,40,0.0585,0.5942,0.9167,0.04885,0.2615,0.4615,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,K_Scratch,0.9116022099447514,0.9920634920634921,107,100.12668393782383,0.0548677726500224,2
39,190,1735985,1736165.0,1929,187.5,188,193244.5,31,141,1402,0,1,40,0.0556,0.5822,0.8389,0.04885,0.2363,0.4639,1.0,4.0552,2.179,2.2553,0.1611,-0.1058,1.0,K_Scratch,0.8342541436464088,0.9920634920634921,110,100.12668393782383,0.0548677726500224,2
41,190,1799909,1800071.0,1929,187.5,188,193244.5,36,140,1402,0,1,40,0.0585,0.5282,0.9197,0.04885,0.2113,0.3857,1.0,4.0564,2.1732,2.2095,0.0803,-0.1003,1.0,K_Scratch,0.9141104294478528,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
39,195,1810559,1810727.0,1929,187.5,188,193244.5,27,141,1400,0,1,40,0.0557,0.5493,0.9286,0.04885,0.264,0.4578,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,K_Scratch,0.9230769230769231,0.9920634920634921,114,100.12668393782383,0.0548677726500224,2
39,194,1821207,1821379.0,1929,187.5,188,193244.5,35,141,1402,0,1,40,0.0556,0.5048,0.9012,0.04885,0.2549,0.4587,1.0,4.1207,2.1903,2.2355,0.0988,-0.1031,1.0,K_Scratch,0.8959537572254336,0.9920634920634921,106,100.12668393782383,0.0548677726500224,2
39,192,1831860,1832017.0,1929,187.5,188,193244.5,36,141,1400,0,1,40,0.0557,0.5084,0.9745,0.04885,0.2464,0.3925,1.0,4.0722,2.1847,2.1959,0.0255,-0.0952,1.0,K_Scratch,0.9683544303797469,0.9920634920634921,105,100.12668393782383,0.0548677726500224,2
39,192,1842518,1842677.0,1929,187.5,188,193244.5,35,141,1402,0,1,40,0.0556,0.5391,0.9623,0.04885,0.2394,0.4108,1.0,4.0496,2.1847,2.2014,0.0377,-0.0986,1.0,K_Scratch,0.95625,0.9920634920634921,106,100.12668393782383,0.0548677726500224,2
41,189,1853169,1853339.0,1929,187.5,188,193244.5,33,141,1400,0,1,40,0.0586,0.5676,0.8706,0.04885,0.228,0.4157,1.0,4.0366,2.1703,2.2304,0.1294,-0.1059,1.0,K_Scratch,0.8654970760233918,0.9920634920634921,108,100.12668393782383,0.0548677726500224,2
39,195,1863816,1864008.0,1929,187.5,188,193244.5,35,143,1402,0,1,40,0.0556,0.5647,0.8125,0.04885,0.2504,0.4961,1.0,4.1152,2.1931,2.2833,0.1875,-0.0976,1.0,K_Scratch,0.8082901554404145,0.9920634920634921,108,100.12668393782383,0.0548677726500224,2
37,194,1881566,1881746.0,1929,187.5,188,193244.5,31,141,1402,0,1,40,0.0528,0.5581,0.8722,0.04885,0.2243,0.3896,1.0,4.0965,2.1959,2.2553,0.1278,-0.0997,1.0,K_Scratch,0.8674033149171271,0.9920634920634921,110,100.12668393782383,0.0548677726500224,2
41,190,1892225,1892384.0,1929,187.5,188,193244.5,37,141,1400,0,1,40,0.0586,0.4717,0.9371,0.04885,0.238,0.4005,1.0,4.0974,2.1732,2.2014,0.0629,-0.0933,1.0,K_Scratch,0.93125,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
39,193,1902883,1903031.0,1929,187.5,188,193244.5,40,141,1402,0,1,40,0.0556,0.495,0.961,0.04885,0.2203,0.345,0.0,4.0611,2.1875,2.1703,-0.039,-0.0966,1.0,K_Scratch,1.0335570469798658,0.9920634920634921,101,100.12668393782383,0.0548677726500224,2
39,197,1913522,1913670.0,1929,187.5,188,193244.5,37,141,1400,0,1,40,0.0557,0.4512,0.9367,0.04885,0.2772,0.4157,0.0,4.1084,2.1987,2.1703,-0.0633,-0.0944,1.0,K_Scratch,1.0604026845637584,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
41,393,1924169,1924363.0,1929,187.5,188,193244.5,33,141,1402,0,1,40,0.0585,0.8473,0.5511,0.04885,0.609,0.5078,0.0,4.0182,2.5465,2.2878,-0.4489,-0.1035,1.0,K_Scratch,1.8051282051282052,0.9920634920634921,108,100.12668393782383,0.0548677726500224,2
41,185,1934838,1934989.0,1929,187.5,188,193244.5,37,141,1402,0,1,40,0.0585,0.5596,0.9536,0.04885,0.2553,0.4402,1.0,3.9812,2.1584,2.179,0.0464,-0.1041,1.0,K_Scratch,0.9473684210526315,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
41,193,1945494,1945637.0,1929,187.5,188,193244.5,38,142,1402,0,1,40,0.0585,0.5058,0.9408,0.04885,0.2331,0.3421,0.0,4.0311,2.1818,2.1553,-0.0592,-0.0983,1.0,K_Scratch,1.0555555555555556,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
41,197,1959683,1959850.0,1929,187.5,188,193244.5,40,141,1400,0,1,40,0.0586,0.562,0.9341,0.04885,0.1948,0.3857,1.0,4.0573,2.1931,2.2227,0.0659,-0.1077,1.0,K_Scratch,0.9285714285714286,0.9920634920634921,101,100.12668393782383,0.0548677726500224,2
41,193,1970337,1970509.0,1929,187.5,188,193244.5,40,140,1402,0,1,40,0.0585,0.5815,0.8837,0.04885,0.2219,0.4226,1.0,4.0391,2.1818,2.2355,0.1163,-0.1098,1.0,K_Scratch,0.8786127167630058,0.9920634920634921,100,100.12668393782383,0.0548677726500224,2
39,197,2098167,2098332.0,1929,187.5,188,193244.5,36,140,1400,0,1,40,0.0557,0.5849,0.9576,0.04885,0.2095,0.3634,1.0,4.0343,2.1987,2.2175,0.0424,-0.1059,1.0,K_Scratch,0.9518072289156626,0.9920634920634921,104,100.12668393782383,0.0548677726500224,2
41,187,2112377,2112542.0,1929,187.5,188,193244.5,38,140,1402,0,1,40,0.0585,0.6119,0.8849,0.04885,0.2216,0.4264,1.0,3.9708,2.1644,2.2175,0.1151,-0.1072,1.0,K_Scratch,0.8795180722891566,0.9920634920634921,102,100.12668393782383,0.0548677726500224,2
41,205,2133677,2133849.0,1929,187.5,188,193244.5,42,140,1402,0,1,40,0.0585,0.5908,0.9535,0.04885,0.2166,0.39,1.0,4.0623,2.2148,2.2355,0.0465,-0.0943,1.0,K_Scratch,0.9479768786127167,0.9920634920634921,98,100.12668393782383,0.0548677726500224,2
41,188,2194041,2194206.0,1929,187.5,188,193244.5,39,140,1402,0,1,40,0.0585,0.5907,0.8909,0.04885,0.2352,0.3947,1.0,3.9968,2.1673,2.2175,0.1091,-0.1077,1.0,K_Scratch,0.8855421686746988,0.9920634920634921,101,100.12668393782383,0.0548677726500224,2
39,194,2204696,2204771.0,1929,187.5,173,193244.5,34,135,1402,0,1,40,0.0556,0.5253,0.4839,0.04885,0.4859,0.4335,0.0,3.7419,2.1903,1.8751,-0.5161,-0.1761,1.0,K_Scratch,2.039473684210526,1.0775862068965518,101,100.12668393782383,0.0548677726500224,2
41,189,2215354,2215404.0,1929,187.5,110,193244.5,40,127,1404,0,1,40,0.0584,0.3404,0.3378,0.04885,0.6192,0.4545,0.0,3.6885,2.1703,1.699,-0.6622,-0.1781,1.0,K_Scratch,2.9019607843137254,1.6891891891891893,87,100.12668393782383,0.0548677726500224,2
39,186,2229552,2229707.0,1929,187.5,188,193244.5,41,141,1400,0,1,40,0.0557,0.5838,0.9484,0.04885,0.2244,0.4058,1.0,3.977,2.1673,2.1903,0.0516,-0.1071,1.0,K_Scratch,0.9423076923076923,0.9920634920634921,100,100.12668393782383,0.0548677726500224,2
39,195,2240199,2240365.0,1929,187.5,188,193244.5,44,142,1404,0,1,40,0.0556,0.5758,0.9398,0.04885,0.2066,0.3739,1.0,4.0408,2.1931,2.2201,0.0602,-0.0944,1.0,K_Scratch,0.9341317365269461,0.9920634920634921,98,100.12668393782383,0.0548677726500224,2
41,190,2254407,2254463.0,1929,187.5,124,193244.5,39,127,1402,0,1,40,0.0585,0.4014,0.3758,0.04885,0.6422,0.4516,0.0,3.6985,2.1732,1.7482,-0.6242,-0.1743,1.0,K_Scratch,2.6140350877192984,1.5,88,100.12668393782383,0.0548677726500224,2
39,194,2265059,2265115.0,1929,187.5,118,193244.5,47,127,1402,0,1,40,0.0556,0.3431,0.3613,0.04885,0.7243,0.4746,0.0,3.756,2.1903,1.7482,-0.6387,-0.1757,1.0,K_Scratch,2.719298245614035,1.5756302521008403,80,100.12668393782383,0.0548677726500224,2
41,196,2289914,2290079.0,1929,187.5,188,193244.5,41,141,1402,0,1,40,0.0585,0.6278,0.9394,0.04885,0.2086,0.3642,1.0,3.9785,2.1903,2.2175,0.0606,-0.1099,1.0,K_Scratch,0.9337349397590361,0.9920634920634921,100,100.12668393782383,0.0548677726500224,2
39,191,2300567,2300643.0,1929,187.5,166,193244.5,48,135,1404,0,1,40,0.0556,0.4843,0.5,0.04885,0.526,0.4578,0.0,3.775,2.1818,1.8808,-0.5,-0.1634,1.0,K_Scratch,1.974025974025974,1.122754491017964,87,100.12668393782383,0.0548677726500224,2
39,186,2311225,2311296.0,1929,187.5,152,193244.5,42,135,1404,0,1,40,0.0556,0.4618,0.483,0.04885,0.5485,0.4671,0.0,3.7495,2.1673,1.8513,-0.517,-0.1675,1.0,K_Scratch,2.0416666666666665,1.2254901960784315,93,100.12668393782383,0.0548677726500224,2
39,187,2321871,2322028.0,1929,187.5,188,193244.5,39,140,1404,0,1,40,0.0556,0.5876,0.9427,0.04885,0.2422,0.4089,1.0,3.9815,2.1703,2.1959,0.0573,-0.1067,1.0,K_Scratch,0.9367088607594937,0.9920634920634921,101,100.12668393782383,0.0548677726500224,2
41,194,2339627,2339797.0,1929,187.5,188,193244.5,40,141,1404,0,1,40,0.0584,0.6469,0.9,0.04885,0.2542,0.4789,1.0,3.963,2.1847,2.2304,0.1,-0.0988,1.0,K_Scratch,0.8947368421052632,0.9920634920634921,101,100.12668393782383,0.0548677726500224,2
39,195,2357383,2357532.0,1929,187.5,188,193244.5,41,141,1402,0,1,40,0.0556,0.6246,0.9551,0.04885,0.2389,0.3744,0.0,3.9408,2.1931,2.1732,-0.0449,-0.1034,1.0,K_Scratch,1.04,0.9920634920634921,100,100.12668393782383,0.0548677726500224,2
43,193,2368032,2368203.0,1929,187.5,188,193244.5,42,140,1402,0,1,40,0.0613,0.6144,0.8772,0.04885,0.2199,0.4033,1.0,3.9953,2.1761,2.233,0.1228,-0.1068,1.0,K_Scratch,0.872093023255814,0.9920634920634921,98,100.12668393782383,0.0548677726500224,2
39,191,2399992,2400148.0,1929,187.5,188,193244.5,38,141,1400,0,1,40,0.0557,0.6434,0.9744,0.04885,0.239,0.4073,1.0,3.9272,2.1818,2.1931,0.0256,-0.103,1.0,K_Scratch,0.9681528662420382,0.9920634920634921,103,100.12668393782383,0.0548677726500224,2
93,171,2410724,2410794.0,1929,187.5,129,193244.5,118,141,1402,0,1,40,0.1327,0.6288,0.8974,0.04885,0.3059,0.5426,0.0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1.0,K_Scratch,1.0985915492957747,1.4423076923076923,23,100.12668393782383,0.0548677726500224,2
41,199,2421293,2421350.0,1929,187.5,133,193244.5,42,127,1402,0,1,40,0.0585,0.379,0.3608,0.04885,0.6611,0.4286,0.0,3.7476,2.1987,1.7559,-0.6392,-0.1708,1.0,K_Scratch,2.7241379310344827,1.3992537313432836,85,100.12668393782383,0.0548677726500224,2
39,195,2431945,2432111.0,1929,187.5,188,193244.5,47,141,1402,0,1,40,0.0556,0.6637,0.9398,0.04885,0.2699,0.5155,1.0,3.94,2.1931,2.2201,0.0602,-0.1057,1.0,K_Scratch,0.9341317365269461,0.9920634920634921,94,100.12668393782383,0.0548677726500224,2
39,185,2442600,2442673.0,1929,187.5,133,193244.5,43,135,1400,0,1,40,0.0557,0.4768,0.5,0.04885,0.6213,0.5489,0.0,3.7463,2.1644,1.8633,-0.5,-0.1609,1.0,K_Scratch,1.972972972972973,1.3992537313432836,92,100.12668393782383,0.0548677726500224,2
41,185,2460355,2460408.0,1929,181.0,90,764.0,123,134,1402,0,1,40,0.0585,0.2981,0.3681,0.04885,0.7956,0.5889,0.0,3.7289,2.1584,1.7243,-0.6319,-0.38760000000000006,1.0,K_Scratch,2.6666666666666665,1.989010989010989,11,0.39585492227979274,0.05887918930468226,2
41,181,2542022,2542072.0,1929,187.5,128,193244.5,38,127,1400,0,1,40,0.0586,0.3379,0.3571,0.04885,0.6195,0.3906,0.0,3.666,2.1461,1.699,-0.6429,-0.1713,1.0,K_Scratch,2.7450980392156863,1.4534883720930232,89,100.12668393782383,0.0548677726500224,2
39,180,2552670,2552812.0,1929,187.5,188,193244.5,35,141,1400,0,1,40,0.0557,0.5526,0.993,0.04885,0.2398,0.3944,1.0,3.9522,2.1492,2.1523,0.007,-0.1059,1.0,K_Scratch,0.986013986013986,0.9920634920634921,106,100.12668393782383,0.0548677726500224,2
39,181,2563319,2563376.0,1929,187.5,107,193244.5,46,127,1400,0,1,40,0.0557,0.35,0.4014,0.04885,0.7474,0.5327,0.0,3.7211,2.1523,1.7559,-0.5986,-0.1774,1.0,K_Scratch,2.4482758620689653,1.7361111111111112,81,100.12668393782383,0.0548677726500224,2
39,179,2573973,2574054.0,1929,187.5,186,193244.5,41,135,1400,0,1,40,0.0557,0.4946,0.5786,0.04885,0.4308,0.4355,0.0,3.7582,2.1461,1.9085,-0.4214,-0.1562,1.0,K_Scratch,1.7073170731707317,1.0026737967914439,94,100.12668393782383,0.0548677726500224,2
89,151,2584705,2584775.0,1909,175.0,125,193244.5,120,140,1400,0,1,40,0.1271,0.5601,0.8857,0.0443,0.3543,0.56,1.0,3.2808,1.7924,1.8451,0.1143,0.0029,1.0,K_Scratch,0.8732394366197183,1.3888888888888888,20,101.17513089005236,0.0623326585254359,2
75,154,2595328,2595429.0,1929,187.5,188,193244.5,114,140,1400,0,1,40,0.1071,0.6502,0.7822,0.04885,0.2379,0.4879,1.0,3.4458,1.8976,2.0043,0.2178,-0.0102,1.0,K_Scratch,0.7745098039215687,0.9920634920634921,26,100.12668393782383,0.0548677726500224,2
39,175,2605918,2606006.0,1929,187.5,166,193244.5,41,135,1400,0,1,40,0.0557,0.4668,0.6471,0.04885,0.4857,0.5301,0.0,3.8049,2.1335,1.9445,-0.3529,-0.169,1.0,K_Scratch,1.5280898876404494,1.122754491017964,94,100.12668393782383,0.0548677726500224,2
39,173,2616577,2616725.0,1929,187.5,188,193244.5,52,141,1400,0,1,40,0.0557,0.5793,0.9054,0.04885,0.2401,0.4379,1.0,3.9214,2.1271,2.1703,0.0946,-0.1144,1.0,K_Scratch,0.8993288590604027,0.9920634920634921,89,100.12668393782383,0.0548677726500224,2
39,178,2627229,2627391.0,1929,187.5,188,193244.5,49,140,1400,0,1,40,0.0557,0.6448,0.858,0.04885,0.2491,0.4723,1.0,3.903,2.143,2.2095,0.142,-0.1309,1.0,K_Scratch,0.852760736196319,0.9920634920634921,91,100.12668393782383,0.0548677726500224,2
39,177,2641432,2641500.0,1929,187.5,119,193244.5,53,135,1400,0,1,40,0.0557,0.416,0.4927,0.04885,0.6,0.5714,0.0,3.7388,2.1399,1.8325,-0.5073,-0.1606,1.0,K_Scratch,2.0,1.5625,82,100.12668393782383,0.0548677726500224,2
39,187,2662727,2662812.0,1929,187.5,188,193244.5,55,141,1400,0,1,40,0.0557,0.4915,0.5743,0.04885,0.3884,0.3935,0.0,3.806,2.1703,1.9294,-0.4257,-0.1427,1.0,K_Scratch,1.7209302325581395,0.9920634920634921,86,100.12668393782383,0.0548677726500224,2
39,192,29559,29611.0,1929,187.5,153,193244.5,33,124,1358,0,1,40,0.0574,0.3822,0.3399,0.04885,0.6169,0.3399,0.0,3.6915,2.1847,1.716,-0.6601,-0.2094,1.0,K_Scratch,2.8867924528301887,1.2175324675324675,91,100.12668393782383,0.0548677726500224,2
39,189,47299,47376.0,1929,187.5,136,193244.5,38,133,1358,0,1,40,0.0574,0.5016,0.5133,0.04885,0.625,0.5662,0.0,3.7602,2.1761,1.8865,-0.4867,-0.1848,1.0,K_Scratch,1.9230769230769231,1.3686131386861313,95,100.12668393782383,0.0548677726500224,2
39,182,65059,65121.0,1929,187.5,116,193244.5,39,135,1360,0,1,40,0.0573,0.4957,0.4336,0.04885,0.5766,0.5345,0.0,3.6504,2.1553,1.7924,-0.5664,-0.1785,1.0,K_Scratch,2.2698412698412698,1.6025641025641026,96,100.12668393782383,0.0548677726500224,2
126,165,75758,75777.0,384,70.0,42,47481.0,115,135,1358,0,1,40,0.1856,0.4818,0.4872,0.0287,0.5571,0.4524,0.0,2.5843,1.5911,1.2787,-0.5128,-0.034,0.9491,K_Scratch,1.95,1.627906976744186,20,123.32727272727273,0.07835135686594573,2
129,157,86408,86427.0,276,39.0,26,33858.0,115,135,1362,0,1,40,0.1894,0.4812,0.6786,0.0206,0.7179,0.7308,0.0,2.4409,1.4472,1.2787,-0.3214,-0.0416,0.8223,K_Scratch,1.4,1.4444444444444444,20,122.23104693140795,0.18134034165571616,2
46,178,104115,104164.0,1929,179.0,108,193244.5,48,127,1360,0,1,40,0.0676,0.3638,0.3712,0.04885,0.7374,0.4537,0.0,3.6144,2.1206,1.6902,-0.6288,-0.1893,1.0,K_Scratch,2.64,1.6422018348623852,79,100.12668393782383,0.06020223456713064,2
43,184,114768,114815.0,1929,172.0,88,193244.5,39,127,1362,0,1,40,0.0631,0.4088,0.3333,0.04885,0.8198,0.5341,0.0,3.5931,2.1492,1.6721,-0.6667,-0.1857,1.0,K_Scratch,2.9375,1.9325842696629214,88,100.12668393782383,0.06520196045293222,2
39,181,125418,125467.0,1929,187.5,83,193244.5,38,127,1360,0,1,40,0.0573,0.3931,0.3451,0.04885,0.7172,0.5904,0.0,3.6256,2.1523,1.6902,-0.6549,-0.1873,1.0,K_Scratch,2.84,2.232142857142857,89,100.12668393782383,0.0548677726500224,2
43,186,143167,143219.0,1929,187.5,115,193244.5,38,126,1360,0,1,40,0.0632,0.4079,0.3636,0.04885,0.6651,0.4522,0.0,3.6437,2.1553,1.716,-0.6364,-0.188,1.0,K_Scratch,2.69811320754717,1.6163793103448276,88,100.12668393782383,0.0548677726500224,2
103,161,157419,157529.0,1929,187.5,168,193244.5,116,140,1360,0,1,40,0.1515,0.614,0.5273,0.0426,0.2214,0.6548,1.0,3.3915,1.7634,2.0414,0.4727,-0.0092,1.0,K_Scratch,0.5225225225225225,1.1094674556213018,24,100.12668393782383,0.0548677726500224,2
50,181,168027,168086.0,1929,187.5,105,193244.5,29,135,1362,0,1,40,0.0734,0.4938,0.4504,0.04885,0.5796,0.5619,0.0,3.5924,2.1173,1.7708,-0.5496,-0.1853,1.0,K_Scratch,2.183333333333333,1.7688679245283019,106,100.12668393782383,0.0548677726500224,2
134,156,178723,178731.0,101,31.0,21,12531.0,118,135,1362,0,1,40,0.1968,0.4261,0.3636,0.0161,0.7097,0.381,0.0,2.0043,1.3424,0.9031,-0.6364,-0.0307,0.3012,K_Scratch,2.4444444444444446,1.4090909090909092,17,122.8529411764706,0.104989604989605,2
46,178,189330,189384.0,1929,187.5,98,193244.5,37,132,1360,0,1,40,0.0676,0.4206,0.4091,0.04885,0.6701,0.551,0.0,3.616,2.1206,1.7324,-0.5909,-0.1819,1.0,K_Scratch,2.4,1.893939393939394,95,100.12668393782383,0.0548677726500224,2
41,183,199980,200030.0,1929,187.5,116,193244.5,42,126,1360,0,1,40,0.0603,0.4065,0.3521,0.04885,0.6762,0.431,0.0,3.6247,2.1523,1.699,-0.6479,-0.1749,1.0,K_Scratch,2.784313725490196,1.6025641025641026,84,100.12668393782383,0.0548677726500224,2
37,181,210633,210681.0,1929,187.5,106,193244.5,40,127,1360,0,1,40,0.0544,0.3508,0.3333,0.04885,0.6575,0.4528,0.0,3.652,2.1584,1.6812,-0.6667,-0.1806,1.0,K_Scratch,2.938775510204082,1.7523364485981308,87,100.12668393782383,0.0548677726500224,2
60,181,239041,239088.0,1929,157.0,85,193244.5,42,125,1360,0,1,40,0.0882,0.4155,0.3884,0.04885,0.7707,0.5529,0.0,3.5217,2.0828,1.6721,-0.6116,-0.1938,1.0,K_Scratch,2.5208333333333335,1.8255813953488371,83,100.12668393782383,0.07825557809330629,2
51,175,249693,249742.0,1929,179.0,96,193244.5,45,125,1362,0,1,40,0.0749,0.4024,0.3952,0.04885,0.6927,0.5104,0.0,3.56,2.0934,1.6902,-0.6048,-0.1864,1.0,K_Scratch,2.48,1.8453608247422681,80,100.12668393782383,0.06020223456713064,2
48,174,260349,260396.0,1929,184.0,87,193244.5,43,127,1358,0,1,40,0.0707,0.3818,0.373,0.04885,0.6848,0.5402,0.0,3.5636,2.1004,1.6721,-0.627,-0.1879,1.0,K_Scratch,2.625,2.090909090909091,84,100.12668393782383,0.05697492394482677,2
47,182,270999,271050.0,1929,187.5,102,193244.5,40,126,1362,0,1,40,0.069,0.4501,0.3778,0.04885,0.6888,0.5,0.0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1.0,K_Scratch,2.5961538461538463,1.8203883495145632,86,100.12668393782383,0.0548677726500224,2
52,174,281656,281703.0,1929,187.0,94,193244.5,37,126,1362,0,1,40,0.0764,0.3542,0.3853,0.04885,0.6524,0.5,0.0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1.0,K_Scratch,2.5416666666666665,1.9684210526315788,89,100.12668393782383,0.05516156705747784,2
41,184,299413,299460.0,1929,182.0,93,193244.5,38,124,1362,0,1,40,0.0602,0.4144,0.3287,0.04885,0.7857,0.5054,0.0,3.5951,2.1553,1.6721,-0.6713,-0.192,1.0,K_Scratch,2.9791666666666665,1.9361702127659575,86,100.12668393782383,0.058233962264150944,2
56,173,310065,310112.0,1929,163.0,87,193244.5,50,125,1362,0,1,40,0.0822,0.4022,0.4017,0.04885,0.7178,0.5402,0.0,3.5168,2.0682,1.6721,-0.5983,-0.1866,1.0,K_Scratch,2.4375,1.8522727272727273,75,100.12668393782383,0.0726006774557772,2
51,172,320720,320767.0,1929,175.0,89,193244.5,46,124,1360,0,1,40,0.075,0.3545,0.3884,0.04885,0.6914,0.5281,0.0,3.5648,2.0828,1.6721,-0.6116,-0.1916,1.0,K_Scratch,2.5208333333333335,1.9444444444444444,78,100.12668393782383,0.06298569842617384,2
55,174,327823,327870.0,1929,163.0,82,193244.5,45,126,1360,0,1,40,0.0809,0.3855,0.395,0.04885,0.7301,0.5732,0.0,3.5362,2.0756,1.6721,-0.605,-0.1948,1.0,K_Scratch,2.4791666666666665,1.963855421686747,81,100.12668393782383,0.0726006774557772,2
39,172,334925,334972.0,1929,177.0,90,193244.5,40,126,1360,0,1,40,0.0573,0.3404,0.3534,0.04885,0.7514,0.5222,0.0,3.6152,2.1239,1.6721,-0.6466,-0.1923,1.0,K_Scratch,2.7708333333333335,1.945054945054945,86,100.12668393782383,0.06157037982764124,2
